1,0,1,NEX4036 (Ryotsu),[問卦] 黑暗之中閉上眼,Sun May 23 05:39:07 2021
309,7,302,rey123123 (小肥羊),[問卦]「校正回歸」的定義以及數據上不合理之處,Sun May 23 09:28:18 2021
8,2,6,taiwannext (2016綠營重新執政 ),[問卦]日本每天5000例武漢肺炎 地鐵還是擠？,Sun May 23 10:07:46 2021
0,0,0,aoilight (Aoilight),,
5,0,5,eeuueee (eee),[問卦]柏毅有強迫你放在門口嗎？,Sun May 23 07:42:49 2021
9,1,8,haijin (),[新聞]    阿根廷再封城9天 總統宣布嚴格控管政策,Sun May 23 07:49:21 2021
12,5,7,str8g (),[新聞] 1958年台海危機 美考慮核武攻擊中國捍衛,Sun May 23 09:10:43 2021
6,14,-8,zsa123 (沉默的熊),[新聞] 【本土+1】管光中掌「新職籃聯盟」　台,Sun May 23 08:46:40 2021
14,12,2,earning (earning),[新聞] 事後校正回歸 國外公衛統計常見,Sun May 23 09:23:38 2021
30,3,27,kenny1300175 (蘇湖),[新聞] 人夫連3天車上「握奶凍」小三嬌嗔 音檔曝光！法官臉紅、人妻臉綠了,Sun May 23 08:32:08 2021
23,7,16,getter5566 (蓋特56),[新聞] 住家1樓開鎖店…關門吃飯遭開單「沒戴罩,Sun May 23 03:43:13 2021
24,10,14,GrimmNotes (格林童話),[新聞] 八通關大火禍首 NCC專委要賠2000萬,Sun May 23 09:44:05 2021
31,4,27,inse (好想退休),[新聞] 南投放水怪客 自帶鑰匙轉開水龍頭放水流,Sun May 23 07:38:10 2021
123,5,118,a09651238 (可口美味好滋味),[新聞] 印度洋發現大量野生腔棘魚!!!!,Sun May 23 08:37:17 2021
56,9,47,vntlu (),[新聞] 台灣不買上海復星BNT？他嗆陳時中「太被,Sun May 23 10:34:38 2021
129,23,106,leocean9816 (阿光),[新聞] 台灣連一週單日確診破百 美專家：快速,Sun May 23 04:07:38 2021
80,11,69,thouloveme (赫赫),[新聞] 周五拚上傳完9千多筆快篩資料 黃珊珊：,Sun May 23 10:12:44 2021
3,0,3,JyumonjiKaho (十文字かほ),[新聞] 奈及利亞陸軍參謀長墜機亡 正值北部平亂,Sun May 23 07:26:36 2021
12,10,2,nananokase (七色之風),[新聞] 媒體報導下令情蒐校正回歸 調查局：與事,Sun May 23 10:35:58 2021
42,3,39,sakura000 (卍☆㊣煞氣★艋舺㊣☆卍),[新聞] 市府通知！萬華區青草園快篩站5月23日起,Sun May 23 09:20:29 2021
9,3,6,ak904 (AK),[新聞] 指揮中心：簡訊實聯制僅供疫調 網傳藉機,Sun May 23 10:15:10 2021
28,18,10,Superxixai (洪粉吱已),[新聞] 昔日學運神鵰俠侶！她曾與鄭文燦譜出戀,Sun May 23 08:24:49 2021
36,8,28,ben108472 (ben108472),[新聞] 時代雜誌：虛假安全感及茶室 破壞台灣疫,Sun May 23 10:29:20 2021
83,23,60,aiii (aiii),[新聞] 校正回歸熱議 調查局情蒐社群言論,Sun May 23 08:30:18 2021
8,0,8,a828203 (),[新聞] 桑默斯：加密幣有成為數位黃金的潛力,Sun May 23 06:39:19 2021
65,25,40,chun0303 (chun),[新聞] 洪秀柱願當「橋樑」引入中國疫苗　指揮,Sun May 23 08:57:32 2021
24,50,-26,f0936649477 (),[新聞] 羅一鈞「學霸背景」曝光　她讚高EQ解答：,Sun May 23 10:35:30 2021
109,27,82,Refauth (山丘上的長號手),[新聞] 美專家建議台灣 越早封城代價越小,Sun May 23 08:25:55 2021
88,6,82,ohfly (行動才是真實的),[新聞] 英最新研究：輝瑞和AZ疫苗對印度變種病毒,Sun May 23 09:11:40 2021
75,2,73,semih (Sayginer),[新聞] 莫德納委託三星生產新冠疫苗 文在寅出席,Sun May 23 08:25:03 2021
180,156,24,GGGGININDER (),[新聞] 調查局有動作了！　加強情蒐「網友討論校正回歸」,Sun May 23 08:20:38 2021
108,18,90,DoraGmon (哆啦G夢),[新聞] 陳珮騏「11人慶生照」 被疑違規！哭臉吐,Sun May 23 10:19:16 2021
95,25,70,Kazetachinu (辛普森ㄏㄏ ),[新聞] 隨機砍人！56歲男家庭失和 持刀砍超商女,Sun May 23 02:51:01 2021
7,1,6,homeaki (敏),[新聞] 韓四大集團發佈394億美元對美投資計劃,Sun May 23 09:42:26 2021
24,10,14,Skynet5566 (Skynet),[新聞]存貨面臨過期上海復星盼BNT疫苗輸台鴻海,Sun May 23 02:37:11 2021
3,0,3,MafuyuShiina (MafuyuShiina),[新聞]強化「大山貓」步兵戰鬥車防禦力 匈牙利,Sun May 23 06:52:20 2021
25,17,8,kuoalan0819 (阿輝),[新聞]疫情爆發後聲量排行，柯文哲加侯友宜還比,Sun May 23 09:03:41 2021
67,9,58,arch20161219 (111),[爆卦] 供電吃緊 系統供電餘裕緊澀,Sun May 23 08:52:04 2021
110,7,103,ga86041 (ga86041),[爆卦] 地震,Sun May 23 03:58:05 2021
7,0,7,samok (記者只會抄公社低卡記錄7),[爆卦] 地震報告,Sun May 23 04:16:05 2021
